Aircraft,AirlineName,CabinType,DateFlown,DatePub,EntertainmentRating,FoodRating,GroundServiceRating,OriginCountry,OverallScore,Recommended,Review,Route,SeatComfortRating,ServiceRating,Slug,Title,TravelType,TripVerified,ValueRating,WifiRating,unique_id
,Afriqiyah Airways,Economy Class,,20th January 2010,0,0,0,UnitedKingdom,2,no,"In June 2009 I booked a trip from London to Cape Town (via Tripoli) with Afriqiyah Airways leaving on Christmas day for about £400 - a pretty good deal. However in September they decided to stop in Johannesburg instead and booked us a transfer from Johannesburg to Capetown. Alas on our way out after an unscheduled stop in Paris to pick up ""a few passengers"" and a 4-5 hour unexplained delay in Tripoli we missed the connecting flight and had to pay £200 each for new tickets - despite reassurances from Afriqiyah Airways in Tripoli that they had transferred us onto later flights. In the end we were travelling for over 24 hours. On the way back the travel documents we used to travel out were not accepted in Johannesburg airport and we had to call the UK from a mobile to get further details. Once again we got stuck in Tripoli airport for over ten hours due to snow at Gatwick. Tripoli airport is awful - it is one giant ashtray with disgusting toilets. Despite the lovely planes this was the worst airline experience I have had.",,0,0,afriqiyah-airways,Afriqiyah Airways customer review,,,1,0,bb3cc762-fe2f-4a7e-84d7-f6abfb2b21aa
,Afriqiyah Airways,Economy Class,,14th January 2010,0,0,0,UnitedKingdom,9,yes,I flew to Johannesburg via Brussels and Tripoli return. Flight attendants great who provided a cheerful and competent service. One even went to the business class to get me a lovely cup of coffee when he realised coffee was crucial to my travelling pleasure! Yes there were delays in Tripoli - but immigration officials were welcoming and we were kept fully informed as to the reasons for hold up. Toilets in Tripoli are as bad as everyone else suggests - do avoid. Useful to know that they accept Euros in their Duty Free and cafe.,,0,0,afriqiyah-airways,Afriqiyah Airways customer review,,,4,0,099e64e0-8f6a-4f31-8473-5fe14659d41a
,Afriqiyah Airways,Economy Class,,18th October 2009,0,0,0,UnitedKingdom,9,yes,I have used Afriqiyah Airways for four return trips Gatwick - Accra over the last 14 months. Treatment has been unfailingly good. Yes there have been delays but informed of the reasons for the delays and on one occasion we were given drinks while we waited to go into the airport. The cabin crew are excellent and value for money is good.,,0,0,afriqiyah-airways,Afriqiyah Airways customer review,,,4,0,c01a7268-4330-4d7e-b715-30639e012dd4
,Afriqiyah Airways,Economy Class,,7th October 2009,0,0,0,UnitedKingdom,5,yes,London-Tripoli-Johannesburg. Tripoli airport toilets are so bad you really have to be desperate to use them. Airline good value for money. Cabin crew not very cheerful looked tired all times. The only reason I would fly with them again is value for money but more friendly and cheerful cabin crew needed. A330 plane has good leg room and clean but the A320 plane not much leg room and needs cleaning up.,,0,0,afriqiyah-airways,Afriqiyah Airways customer review,,,4,0,b8357ebc-80d6-44ac-b077-1615c52b5aaf
,Afriqiyah Airways,Economy Class,,23rd August 2009,0,0,0,UnitedKingdom,8,yes,Tripoli - London Gatwick - Tripoli. New plan good entertainment attentive service. No problems apart from painfully slow Check-In at Gatwick and no alcohol.,,0,0,afriqiyah-airways,Afriqiyah Airways customer review,,,4,0,5cd4744d-af46-463d-a64b-e460d316a6c4
,Afriqiyah Airways,,,16th July 2009,0,0,0,,4,no,Dakar-Tripoli-Gatwick. Fantastic seats and legroom. Food was good as was in-flight entertainment. Friendly efficient cabin staff. Late departure but arrived on time. Price lower than alternative carriers.,,0,0,afriqiyah-airways,Afriqiyah Airways customer review,,,0,0,d7ea4cd5-4660-4daf-8b45-04a6e6a4e347
,Afriqiyah Airways,,,4th May 2009,0,0,0,,3,no,Lagos to Tripoli was ok except the deplorable condition of the toilet no inflight entertainment cabin crews were boring beyond description meal was ok. Landed at Tripoli airport on time and cheerful ground crew. I have never seen a worse and appalling toilets like what I saw at the Tripoli airport. Tripoli to Gatwick flight was ok a better and newer aircraft more responsive cabin crew inflight entertainment though without headset arrived Gatwick on time. Return flight was almost a replication of the inbound flights except that there was headset for inflight entertainment. Afriqiyah should replace aircraft flying Lagos leg its below international standard and they dare not fly such aircraft to Gatwick. Will fly them if they improve on the hygiene,,0,0,afriqiyah-airways,Afriqiyah Airways customer review,,,0,0,ec17f176-7dc6-4925-adba-da0d8739ed77
,Afriqiyah Airways,,,27th April 2009,0,0,0,,3,no,Dubai - Tripoli - Dakar. All in all the flight experience was a pleasure with very good food good seat space and regular drinks - the spare seat next to me also helped. It was also good not to have the flight constantly interrupted by announcements of one kind or another in three different languages as seems to be the trend these days. Tripoli airport isn't a pleasure but no worse than you would expect and every landing seemed calmer than I am used to on the bigger planes. Two big faults though: firstly we had to turn the plane around for a sick passenger and no one made any announcement until about 5 seconds before landing which made most of us think we had turned around for a plane fault. Secondly on the outward flight my bags arrived two days late. Not a disaster for me but certainly it could have been for some people. No apology no attempt to trace me when the bag arrived (though they said they were just about to). Also only 3 movies for 26 hours of flying. Very cheap and comfortable.,,0,0,afriqiyah-airways,Afriqiyah Airways customer review,,,0,0,03711daf-29b5-4c3f-9593-0042ca4fd2b1
,Afriqiyah Airways,,,2nd February 2009,0,0,0,,4,no,London - Tripoli - Accra. Have to say that in both directions a pleasant and trouble free flight. Onboard catering was fine and Coach class seating exceeded standard specs both pitch and quality of seats. New aircraft but remember that this is a dry airline so no alcohol available. Overall I would be happy to fly with them again.,,0,0,afriqiyah-airways,Afriqiyah Airways customer review,,,0,0,cbde9153-c4dd-4d03-a79f-427afd9f6f6d
,Afriqiyah Airways,,,6th January 2009,0,0,0,,3,no,The airline has improved since I first started travelling with them4 years ago. The airplanes are new food is great seats comfortable and staff are improving. However the baggage service is a big disgrace. At the airport in Mali the service is useless and at the office in Bamako they cannot tell us anything. So until Afriqiyah can improve this I will not be travelling Afriqiyah again.,,0,0,afriqiyah-airways,Afriqiyah Airways customer review,,,0,0,2e14c90a-b583-44c0-a0ae-d70305c6d099
,Afriqiyah Airways,,,22nd December 2008,0,0,0,,3,no,Gatwick to Accra. I was not disappointed with the quality of service - time seat cleanliness entertainment and food. Each section of the trip proceeded smoothly and I felt comfortable. Whilst the airline was superb I was disappointed with the toilet facilities at Tripoli. On both the outbound and the inbound flights I have never seen an international airport with deplorable and unhygienic toilets like the ones I saw in Tripoli.,,0,0,afriqiyah-airways,Afriqiyah Airways customer review,,,0,0,5c925325-c9f5-487d-a59f-a3173cbf6c0a
,Afriqiyah Airways,,,11th November 2008,0,0,0,,3,no,Ouagadougou to Gatwick - the plane which was due to leave Ouaga at 1.00 am arrived at 4am & departed at 5am. I asked one of the ground staff before departure if I could possible catch the connecting flight at Tripoli which was due to leave at 8.30 am considering that it was a 4 hours flight to Tripoli and 2 hours time difference in advance. I was reassured more than once that I will catch the plane and even a message had been sent to wait for me there. I boarded the plane with a lot of apprehension and when we arrived at Tripoli I was not surprised to find that the plane had left without me 2 hrs earlier. I contacted Afriqiyah staff and they looked embarased and didn't know what to do with me - I had to stay in the airport lounge till the next day when one of the staff took somehow pity on me & upgraded my ticket to the first class. Food is not bad inflight service good and 48 kg baggage allowance for somehow modest ticket price.,,0,0,afriqiyah-airways,Afriqiyah Airways customer review,,,0,0,66e50cad-ca17-4705-a5ec-87abbb91a69c
,Afriqiyah Airways,,,7th November 2008,0,0,0,,2,no,I travelled London Gatwick-Tripoli-Douala with Afriqiyah recently. Arriving 4 hours late at 01.00 hours I discovered that my luggage and that of most of the other passengers was not on the plane. I could get no information from staff at the airport but was told that I would have to wait until Monday for the next scheduled flight to see if it was forwarded. With my schedule completely ruined and no change of clothing I had to book a hotel at my own expense and wait till Monday. I spent most of Monday at the airport trying to get information without success. Finally at 22.30 I was reunited with my luggage. Some passengers on that flight also did not get their luggage. I will not be using this airline in future even if it is still the cheapest deal.,,0,0,afriqiyah-airways,Afriqiyah Airways customer review,,,0,0,da3f3655-839a-459d-8712-cd55929c8c78
